question_id,column_header,shortname,question_title,parent_title,type,page,place
7,is.python.main,is.python.main,Is Python the main language you use for your current projects?,,RADIO,2,2
103,other.lang.None,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.Java,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.JavaScript,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.C/C++,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.PHP,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.C#,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.Ruby,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.Bash / Shell,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.Objective-C,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.Go,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.Visual Basic,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.Scala,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.SQL,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.Kotlin,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.R,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.Swift,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.Clojure,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.Perl,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.Rust,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.Groovy,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.TypeScript,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.CoffeeScript,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.HTML/CSS,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.Julia,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.Mojo,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
103,other.lang.Other,other.lang,What other language(s) do you use?,,CHECKBOX,2,3
306,python.years,python.years,How long have you been programming in Python?,,RADIO,3,1
193,years.of.coding,years.of.coding,How many years of professional coding experience do you have?,,RADIO,3,2
270,main.purposes,main.purposes,For what purposes do you mainly use Python?,,RADIO,3,3
219,other.purposes.Educational purposes,other.purposes, What do you use Python for?,,CHECKBOX,3,4
219,other.purposes.MLOps,other.purposes, What do you use Python for?,,CHECKBOX,3,4
219,other.purposes.Data engineering,other.purposes, What do you use Python for?,,CHECKBOX,3,4
219,other.purposes.Academic research,other.purposes, What do you use Python for?,,CHECKBOX,3,4
219,other.purposes.Data analysis,other.purposes, What do you use Python for?,,CHECKBOX,3,4
219,other.purposes.Design / Data visualization,other.purposes, What do you use Python for?,,CHECKBOX,3,4
219,other.purposes.DevOps / systems administration / writing automation scripts,other.purposes, What do you use Python for?,,CHECKBOX,3,4
219,other.purposes.Software testing / Writing automated tests,other.purposes, What do you use Python for?,,CHECKBOX,3,4
219,other.purposes.Software prototyping,other.purposes, What do you use Python for?,,CHECKBOX,3,4
219,other.purposes.Web development,other.purposes, What do you use Python for?,,CHECKBOX,3,4
219,other.purposes.Machine learning,other.purposes, What do you use Python for?,,CHECKBOX,3,4
219,other.purposes.Mobile development,other.purposes, What do you use Python for?,,CHECKBOX,3,4
219,other.purposes.Desktop development,other.purposes, What do you use Python for?,,CHECKBOX,3,4
219,other.purposes.Computer graphics,other.purposes, What do you use Python for?,,CHECKBOX,3,4
219,other.purposes.Network programming,other.purposes, What do you use Python for?,,CHECKBOX,3,4
219,other.purposes.Game development,other.purposes, What do you use Python for?,,CHECKBOX,3,4
219,"other.purposes.Multimedia applications development (apps handling various types of multimedia content, e_g_ audio, graphics, etc_)",other.purposes, What do you use Python for?,,CHECKBOX,3,4
219,other.purposes.Embedded development,other.purposes, What do you use Python for?,,CHECKBOX,3,4
219,other.purposes.Programming of web parsers / scrapers / crawlers,other.purposes, What do you use Python for?,,CHECKBOX,3,4
219,other.purposes.Other,other.purposes, What do you use Python for?,,CHECKBOX,3,4
288,use.python.most,use.python.most,What do you use Python for the most?,,RADIO,5,1
27311319,how.involved.Educational purposes,how.involved,Educational purposes,To what extent are you involved in the following activities?,RADIO,5,2
27311320,how.involved.Data analysis,how.involved,Data analysis,To what extent are you involved in the following activities?,RADIO,5,2
27311321,how.involved.DevOps / systems administration / writing automation scripts,how.involved,DevOps / systems administration / writing automation scripts,To what extent are you involved in the following activities?,RADIO,5,2
27311322,how.involved.Software testing / Writing automated tests,how.involved,Software testing / Writing automated tests,To what extent are you involved in the following activities?,RADIO,5,2
27311323,how.involved.Software prototyping,how.involved,Software prototyping,To what extent are you involved in the following activities?,RADIO,5,2
27311324,how.involved.Web development,how.involved,Web development,To what extent are you involved in the following activities?,RADIO,5,2
27311325,how.involved.Machine learning,how.involved,Machine learning,To what extent are you involved in the following activities?,RADIO,5,2
27311326,how.involved.Mobile development,how.involved,Mobile development,To what extent are you involved in the following activities?,RADIO,5,2
27311327,how.involved.Desktop development,how.involved,Desktop development,To what extent are you involved in the following activities?,RADIO,5,2
27311328,how.involved.Computer graphics,how.involved,Computer graphics,To what extent are you involved in the following activities?,RADIO,5,2
27311329,how.involved.Network programming,how.involved,Network programming,To what extent are you involved in the following activities?,RADIO,5,2
27311330,how.involved.Game development,how.involved,Game development,To what extent are you involved in the following activities?,RADIO,5,2
27311331,"how.involved.Multimedia applications development (apps handling various types of multimedia content, e.g. audio, graphics, etc.)",how.involved,"Multimedia applications development (apps handling various types of multimedia content, e.g. audio, graphics, etc.)",To what extent are you involved in the following activities?,RADIO,5,2
27311332,how.involved.Embedded development,how.involved,Embedded development,To what extent are you involved in the following activities?,RADIO,5,2
27311333,how.involved.Programming of web parsers / scrapers / crawlers,how.involved,Programming of web parsers / scrapers / crawlers,To what extent are you involved in the following activities?,RADIO,5,2
27311334,"how.involved.Other, please specify:",how.involved,"Other, please specify:",To what extent are you involved in the following activities?,RADIO,5,2
27312617,how.involved.MLOps,how.involved,MLOps,To what extent are you involved in the following activities?,RADIO,5,2
27312618,how.involved.Academic research,how.involved,Academic research,To what extent are you involved in the following activities?,RADIO,5,2
27312619,how.involved.Data engineering,how.involved,Data engineering,To what extent are you involved in the following activities?,RADIO,5,2
27313186,how.involved.Design / Data visualization,how.involved,Design / Data visualization,To what extent are you involved in the following activities?,RADIO,5,2
352,opensource.contribution,opensource.contribution,"In the past year, have you contributed to open source projects using Python?",,RADIO,6,1
353,opensource.description.Maintainer / Governance / Leadership,opensource.description,"In the past year, how would you describe your contributions to open source?",,CHECKBOX,6,2
353,opensource.description.Documentation / Examples / Educational,opensource.description,"In the past year, how would you describe your contributions to open source?",,CHECKBOX,6,2
353,opensource.description.Code,opensource.description,"In the past year, how would you describe your contributions to open source?",,CHECKBOX,6,2
353,opensource.description.Tests,opensource.description,"In the past year, how would you describe your contributions to open source?",,CHECKBOX,6,2
353,opensource.description.Triaging issues or feature requests,opensource.description,"In the past year, how would you describe your contributions to open source?",,CHECKBOX,6,2
353,opensource.description.Community building / Outreach,opensource.description,"In the past year, how would you describe your contributions to open source?",,CHECKBOX,6,2
353,opensource.description.Other,opensource.description,"In the past year, how would you describe your contributions to open source?",,CHECKBOX,6,2
21,python.version.most,python.version.most,Which version of Python do you use the most?,,RADIO,7,1
258,python2.version.most,python2.version.most,Which version of Python 2 do you use the most?,,RADIO,7,2
259,python3.version.most,python3.version.most,Which version of Python 3 do you use the most?,,RADIO,7,3
254,python.version.upgrade.I don’t update,python.version.upgrade,What do you typically use to upgrade your Python version?,,CHECKBOX,7,4
254,python.version.upgrade.Somebody else manages Python updates for me,python.version.upgrade,What do you typically use to upgrade your Python version?,,CHECKBOX,7,4
254,python.version.upgrade.Python_org,python.version.upgrade,What do you typically use to upgrade your Python version?,,CHECKBOX,7,4
254,python.version.upgrade.Build from source,python.version.upgrade,What do you typically use to upgrade your Python version?,,CHECKBOX,7,4
254,python.version.upgrade.Automatic upgrade via cloud provider,python.version.upgrade,What do you typically use to upgrade your Python version?,,CHECKBOX,7,4
254,python.version.upgrade.Anaconda,python.version.upgrade,What do you typically use to upgrade your Python version?,,CHECKBOX,7,4
254,python.version.upgrade.ActivePython,python.version.upgrade,What do you typically use to upgrade your Python version?,,CHECKBOX,7,4
254,python.version.upgrade.Intel Distribution for Python,python.version.upgrade,What do you typically use to upgrade your Python version?,,CHECKBOX,7,4
254,"python.version.upgrade.OS-wide package-management tool (via apt-get, yum, homebrew, etc_)",python.version.upgrade,What do you typically use to upgrade your Python version?,,CHECKBOX,7,4
254,python.version.upgrade.pyenv,python.version.upgrade,What do you typically use to upgrade your Python version?,,CHECKBOX,7,4
254,python.version.upgrade.pythonz,python.version.upgrade,What do you typically use to upgrade your Python version?,,CHECKBOX,7,4
254,python.version.upgrade.I use Docker containers,python.version.upgrade,What do you typically use to upgrade your Python version?,,CHECKBOX,7,4
254,python.version.upgrade.Other,python.version.upgrade,What do you typically use to upgrade your Python version?,,CHECKBOX,7,4
260,web.frameworks.None,web.frameworks,What web frameworks / libraries do you use?,,CHECKBOX,8,1
260,web.frameworks.Django,web.frameworks,What web frameworks / libraries do you use?,,CHECKBOX,8,1
260,web.frameworks.Django REST Framework,web.frameworks,What web frameworks / libraries do you use?,,CHECKBOX,8,1
260,web.frameworks.web2py,web.frameworks,What web frameworks / libraries do you use?,,CHECKBOX,8,1
260,web.frameworks.Bottle,web.frameworks,What web frameworks / libraries do you use?,,CHECKBOX,8,1
260,web.frameworks.CherryPy,web.frameworks,What web frameworks / libraries do you use?,,CHECKBOX,8,1
260,web.frameworks.Flask,web.frameworks,What web frameworks / libraries do you use?,,CHECKBOX,8,1
260,web.frameworks.Hug,web.frameworks,What web frameworks / libraries do you use?,,CHECKBOX,8,1
260,web.frameworks.Pyramid,web.frameworks,What web frameworks / libraries do you use?,,CHECKBOX,8,1
260,web.frameworks.Tornado,web.frameworks,What web frameworks / libraries do you use?,,CHECKBOX,8,1
260,web.frameworks.Falcon,web.frameworks,What web frameworks / libraries do you use?,,CHECKBOX,8,1
260,web.frameworks.FastAPI,web.frameworks,What web frameworks / libraries do you use?,,CHECKBOX,8,1
260,web.frameworks.Requests,web.frameworks,What web frameworks / libraries do you use?,,CHECKBOX,8,1
260,web.frameworks.aiohttp,web.frameworks,What web frameworks / libraries do you use?,,CHECKBOX,8,1
260,web.frameworks.httpx,web.frameworks,What web frameworks / libraries do you use?,,CHECKBOX,8,1
260,web.frameworks.Streamlit,web.frameworks,What web frameworks / libraries do you use?,,CHECKBOX,8,1
260,web.frameworks.Starlette,web.frameworks,What web frameworks / libraries do you use?,,CHECKBOX,8,1
260,web.frameworks.Quart,web.frameworks,What web frameworks / libraries do you use?,,CHECKBOX,8,1
260,web.frameworks.Twisted,web.frameworks,What web frameworks / libraries do you use?,,CHECKBOX,8,1
260,web.frameworks.Asyncio,web.frameworks,What web frameworks / libraries do you use?,,CHECKBOX,8,1
260,web.frameworks.Other,web.frameworks,What web frameworks / libraries do you use?,,CHECKBOX,8,1
269,unittesting.None,unittesting,"Which Python unit-testing frameworks / libraries do you use, if any?",,CHECKBOX,8,2
269,unittesting.pytest,unittesting,"Which Python unit-testing frameworks / libraries do you use, if any?",,CHECKBOX,8,2
269,unittesting.nose,unittesting,"Which Python unit-testing frameworks / libraries do you use, if any?",,CHECKBOX,8,2
269,unittesting.unittest,unittesting,"Which Python unit-testing frameworks / libraries do you use, if any?",,CHECKBOX,8,2
269,unittesting.doctest,unittesting,"Which Python unit-testing frameworks / libraries do you use, if any?",,CHECKBOX,8,2
269,unittesting.tox,unittesting,"Which Python unit-testing frameworks / libraries do you use, if any?",,CHECKBOX,8,2
269,unittesting.Hypothesis,unittesting,"Which Python unit-testing frameworks / libraries do you use, if any?",,CHECKBOX,8,2
269,unittesting.mock,unittesting,"Which Python unit-testing frameworks / libraries do you use, if any?",,CHECKBOX,8,2
269,unittesting.Other,unittesting,"Which Python unit-testing frameworks / libraries do you use, if any?",,CHECKBOX,8,2
262,other.frameworks.None,other.frameworks,Which of the following frameworks / libraries do you use?,,CHECKBOX,8,3
262,other.frameworks.PyQT,other.frameworks,Which of the following frameworks / libraries do you use?,,CHECKBOX,8,3
262,other.frameworks.PyGTK,other.frameworks,Which of the following frameworks / libraries do you use?,,CHECKBOX,8,3
262,other.frameworks.wxPython,other.frameworks,Which of the following frameworks / libraries do you use?,,CHECKBOX,8,3
262,other.frameworks.Pillow,other.frameworks,Which of the following frameworks / libraries do you use?,,CHECKBOX,8,3
262,other.frameworks.Tkinter,other.frameworks,Which of the following frameworks / libraries do you use?,,CHECKBOX,8,3
262,other.frameworks.Pygame,other.frameworks,Which of the following frameworks / libraries do you use?,,CHECKBOX,8,3
262,other.frameworks.Kivy,other.frameworks,Which of the following frameworks / libraries do you use?,,CHECKBOX,8,3
262,other.frameworks.Six,other.frameworks,Which of the following frameworks / libraries do you use?,,CHECKBOX,8,3
262,other.frameworks.Scrapy,other.frameworks,Which of the following frameworks / libraries do you use?,,CHECKBOX,8,3
262,other.frameworks.BeautifulSoup,other.frameworks,Which of the following frameworks / libraries do you use?,,CHECKBOX,8,3
262,other.frameworks.OpenCV-Python,other.frameworks,Which of the following frameworks / libraries do you use?,,CHECKBOX,8,3
262,other.frameworks.Pydantic,other.frameworks,Which of the following frameworks / libraries do you use?,,CHECKBOX,8,3
262,other.frameworks.PySide,other.frameworks,Which of the following frameworks / libraries do you use?,,CHECKBOX,8,3
262,other.frameworks.attrs,other.frameworks,Which of the following frameworks / libraries do you use?,,CHECKBOX,8,3
262,other.frameworks.Other,other.frameworks,Which of the following frameworks / libraries do you use?,,CHECKBOX,8,3
221,cloud.platform.None,cloud.platform,Which of the following cloud platforms do you use?,,CHECKBOX,9,1
221,cloud.platform.Google Cloud Platform,cloud.platform,Which of the following cloud platforms do you use?,,CHECKBOX,9,1
221,cloud.platform.AWS,cloud.platform,Which of the following cloud platforms do you use?,,CHECKBOX,9,1
221,cloud.platform.Microsoft Azure,cloud.platform,Which of the following cloud platforms do you use?,,CHECKBOX,9,1
221,cloud.platform.Rackspace,cloud.platform,Which of the following cloud platforms do you use?,,CHECKBOX,9,1
221,cloud.platform.Heroku,cloud.platform,Which of the following cloud platforms do you use?,,CHECKBOX,9,1
221,cloud.platform.DigitalOcean,cloud.platform,Which of the following cloud platforms do you use?,,CHECKBOX,9,1
221,cloud.platform.Linode,cloud.platform,Which of the following cloud platforms do you use?,,CHECKBOX,9,1
221,cloud.platform.PythonAnywhere,cloud.platform,Which of the following cloud platforms do you use?,,CHECKBOX,9,1
221,cloud.platform.OpenShift,cloud.platform,Which of the following cloud platforms do you use?,,CHECKBOX,9,1
221,cloud.platform.OpenStack,cloud.platform,Which of the following cloud platforms do you use?,,CHECKBOX,9,1
221,cloud.platform.Tencent,cloud.platform,Which of the following cloud platforms do you use?,,CHECKBOX,9,1
221,cloud.platform.Alibaba,cloud.platform,Which of the following cloud platforms do you use?,,CHECKBOX,9,1
221,cloud.platform.Hetzner,cloud.platform,Which of the following cloud platforms do you use?,,CHECKBOX,9,1
221,cloud.platform.Oracle Cloud,cloud.platform,Which of the following cloud platforms do you use?,,CHECKBOX,9,1
221,cloud.platform.Other,cloud.platform,Which of the following cloud platforms do you use?,,CHECKBOX,9,1
263,run.in.cloud.In virtual machines,run.in.cloud,How do you run code in the cloud (in the production environment)?,,CHECKBOX,9,2
263,run.in.cloud.Within containers,run.in.cloud,How do you run code in the cloud (in the production environment)?,,CHECKBOX,9,2
263,run.in.cloud.On a platform-as-a-service (such as Heroku or Google App Engine),run.in.cloud,How do you run code in the cloud (in the production environment)?,,CHECKBOX,9,2
263,run.in.cloud.Serverless (such as via AWS Lambda or Cloud Functions),run.in.cloud,How do you run code in the cloud (in the production environment)?,,CHECKBOX,9,2
263,run.in.cloud.None,run.in.cloud,How do you run code in the cloud (in the production environment)?,,CHECKBOX,9,2
263,run.in.cloud.Other,run.in.cloud,How do you run code in the cloud (in the production environment)?,,CHECKBOX,9,2
354,kubernetes,kubernetes,Do you use Kubernetes for running your code in containers?,,RADIO,9,3
355,used.tools.Amazon Elastic Kubernetes Service,used.tools,Which of the following do you use?,,CHECKBOX,9,4
355,used.tools.Azure Kubernetes Service,used.tools,Which of the following do you use?,,CHECKBOX,9,4
355,used.tools.Google Kubernetes Engine,used.tools,Which of the following do you use?,,CHECKBOX,9,4
355,used.tools.RedHat OpenShift,used.tools,Which of the following do you use?,,CHECKBOX,9,4
355,used.tools.Other,used.tools,Which of the following do you use?,,CHECKBOX,9,4
264,develop.for.cloud.With local system interpreter,develop.for.cloud,How do you develop for the cloud?,,CHECKBOX,9,5
264,develop.for.cloud.Locally with virtualenv (or similar),develop.for.cloud,How do you develop for the cloud?,,CHECKBOX,9,5
264,develop.for.cloud.In Docker containers,develop.for.cloud,How do you develop for the cloud?,,CHECKBOX,9,5
264,develop.for.cloud.In virtual machines,develop.for.cloud,How do you develop for the cloud?,,CHECKBOX,9,5
264,develop.for.cloud.Using WSL,develop.for.cloud,How do you develop for the cloud?,,CHECKBOX,9,5
264,"develop.for.cloud.In remote development environments (like Gitpod, GitHub Codespaces, etc_)",develop.for.cloud,How do you develop for the cloud?,,CHECKBOX,9,5
264,develop.for.cloud.Directly in the production environment,develop.for.cloud,How do you develop for the cloud?,,CHECKBOX,9,5
264,develop.for.cloud.Other,develop.for.cloud,How do you develop for the cloud?,,CHECKBOX,9,5
268,devenv.os.Windows,devenv.os,What operating system(s) does your development environment use?,,CHECKBOX,9,6
268,devenv.os.Linux,devenv.os,What operating system(s) does your development environment use?,,CHECKBOX,9,6
268,devenv.os.macOS,devenv.os,What operating system(s) does your development environment use?,,CHECKBOX,9,6
268,devenv.os.BSD,devenv.os,What operating system(s) does your development environment use?,,CHECKBOX,9,6
268,devenv.os.Other,devenv.os,What operating system(s) does your development environment use?,,CHECKBOX,9,6
356,data.exploration,data.exploration,Do you work on data exploration and processing?,,RADIO,10,1
357,exploration.tools.None,exploration.tools,Which tools do you use for data exploration and processing?,,CHECKBOX,10,2
357,exploration.tools.Airflow,exploration.tools,Which tools do you use for data exploration and processing?,,CHECKBOX,10,2
357,exploration.tools.Spark,exploration.tools,Which tools do you use for data exploration and processing?,,CHECKBOX,10,2
357,exploration.tools.Kubeflow,exploration.tools,Which tools do you use for data exploration and processing?,,CHECKBOX,10,2
357,exploration.tools.Prefect,exploration.tools,Which tools do you use for data exploration and processing?,,CHECKBOX,10,2
357,exploration.tools.Dask,exploration.tools,Which tools do you use for data exploration and processing?,,CHECKBOX,10,2
357,exploration.tools.Luigi,exploration.tools,Which tools do you use for data exploration and processing?,,CHECKBOX,10,2
357,exploration.tools.Dagster,exploration.tools,Which tools do you use for data exploration and processing?,,CHECKBOX,10,2
357,exploration.tools.NumPy,exploration.tools,Which tools do you use for data exploration and processing?,,CHECKBOX,10,2
357,exploration.tools.pandas,exploration.tools,Which tools do you use for data exploration and processing?,,CHECKBOX,10,2
357,exploration.tools.Polars,exploration.tools,Which tools do you use for data exploration and processing?,,CHECKBOX,10,2
357,exploration.tools.Ray,exploration.tools,Which tools do you use for data exploration and processing?,,CHECKBOX,10,2
357,exploration.tools.An in-house solution,exploration.tools,Which tools do you use for data exploration and processing?,,CHECKBOX,10,2
357,exploration.tools.Other,exploration.tools,Which tools do you use for data exploration and processing?,,CHECKBOX,10,2
358,versioning.tools.None,versioning.tools,Which tools do you use for data versioning?,,CHECKBOX,10,3
358,versioning.tools.DVC,versioning.tools,Which tools do you use for data versioning?,,CHECKBOX,10,3
358,versioning.tools.Pachyderm,versioning.tools,Which tools do you use for data versioning?,,CHECKBOX,10,3
358,versioning.tools.Delta lake,versioning.tools,Which tools do you use for data versioning?,,CHECKBOX,10,3
358,versioning.tools.An in-house solution,versioning.tools,Which tools do you use for data versioning?,,CHECKBOX,10,3
358,versioning.tools.Other,versioning.tools,Which tools do you use for data versioning?,,CHECKBOX,10,3
359,dashboard.creation,dashboard.creation,Do you work on creating dashboards?,,RADIO,10,4
360,dashboard.libraries.None,dashboard.libraries,Which libraries do you use for creating dashboards?,,CHECKBOX,10,5
360,dashboard.libraries.Plotly Dash,dashboard.libraries,Which libraries do you use for creating dashboards?,,CHECKBOX,10,5
360,dashboard.libraries.Panel,dashboard.libraries,Which libraries do you use for creating dashboards?,,CHECKBOX,10,5
360,dashboard.libraries.Voila,dashboard.libraries,Which libraries do you use for creating dashboards?,,CHECKBOX,10,5
360,dashboard.libraries.Streamlit,dashboard.libraries,Which libraries do you use for creating dashboards?,,CHECKBOX,10,5
360,dashboard.libraries.Gradio,dashboard.libraries,Which libraries do you use for creating dashboards?,,CHECKBOX,10,5
360,dashboard.libraries.Other,dashboard.libraries,Which libraries do you use for creating dashboards?,,CHECKBOX,10,5
361,ml.training,ml.training,Do you train or generate predictions from ML models?,,RADIO,10,6
362,frameworks.ml.None,frameworks.ml,Which frameworks do you use for ML model training or prediction?,,CHECKBOX,10,7
362,frameworks.ml.PyTorch,frameworks.ml,Which frameworks do you use for ML model training or prediction?,,CHECKBOX,10,7
362,frameworks.ml.PyTorch Lightning,frameworks.ml,Which frameworks do you use for ML model training or prediction?,,CHECKBOX,10,7
362,frameworks.ml.Huggingface Transformers,frameworks.ml,Which frameworks do you use for ML model training or prediction?,,CHECKBOX,10,7
362,frameworks.ml.TensorFlow,frameworks.ml,Which frameworks do you use for ML model training or prediction?,,CHECKBOX,10,7
362,frameworks.ml.Keras,frameworks.ml,Which frameworks do you use for ML model training or prediction?,,CHECKBOX,10,7
362,frameworks.ml.Apache MXNet,frameworks.ml,Which frameworks do you use for ML model training or prediction?,,CHECKBOX,10,7
362,frameworks.ml.Jax,frameworks.ml,Which frameworks do you use for ML model training or prediction?,,CHECKBOX,10,7
362,frameworks.ml.Sklearn,frameworks.ml,Which frameworks do you use for ML model training or prediction?,,CHECKBOX,10,7
362,frameworks.ml.DeepSpeed,frameworks.ml,Which frameworks do you use for ML model training or prediction?,,CHECKBOX,10,7
362,frameworks.ml.SciPy,frameworks.ml,Which frameworks do you use for ML model training or prediction?,,CHECKBOX,10,7
362,frameworks.ml.SciKit-Learn,frameworks.ml,Which frameworks do you use for ML model training or prediction?,,CHECKBOX,10,7
362,frameworks.ml.Theano,frameworks.ml,Which frameworks do you use for ML model training or prediction?,,CHECKBOX,10,7
362,frameworks.ml.NLTK,frameworks.ml,Which frameworks do you use for ML model training or prediction?,,CHECKBOX,10,7
362,frameworks.ml.Gensim,frameworks.ml,Which frameworks do you use for ML model training or prediction?,,CHECKBOX,10,7
362,frameworks.ml.spaCy,frameworks.ml,Which frameworks do you use for ML model training or prediction?,,CHECKBOX,10,7
362,frameworks.ml.Huggingface Diffusers,frameworks.ml,Which frameworks do you use for ML model training or prediction?,,CHECKBOX,10,7
362,frameworks.ml.XGBoost,frameworks.ml,Which frameworks do you use for ML model training or prediction?,,CHECKBOX,10,7
362,frameworks.ml.CatBoost,frameworks.ml,Which frameworks do you use for ML model training or prediction?,,CHECKBOX,10,7
362,frameworks.ml.LightGBM,frameworks.ml,Which frameworks do you use for ML model training or prediction?,,CHECKBOX,10,7
362,frameworks.ml.H20ai,frameworks.ml,Which frameworks do you use for ML model training or prediction?,,CHECKBOX,10,7
362,frameworks.ml.Other,frameworks.ml,Which frameworks do you use for ML model training or prediction?,,CHECKBOX,10,7
363,experiment.tools.None,experiment.tools,Which experiment tracking tools do you use?,,CHECKBOX,10,8
363,experiment.tools.Tensorboard,experiment.tools,Which experiment tracking tools do you use?,,CHECKBOX,10,8
363,experiment.tools.MLFlow,experiment.tools,Which experiment tracking tools do you use?,,CHECKBOX,10,8
363,experiment.tools.Weights & Biases,experiment.tools,Which experiment tracking tools do you use?,,CHECKBOX,10,8
363,experiment.tools.CometML,experiment.tools,Which experiment tracking tools do you use?,,CHECKBOX,10,8
363,experiment.tools.NeptuneML,experiment.tools,Which experiment tracking tools do you use?,,CHECKBOX,10,8
363,experiment.tools.An in-house solution,experiment.tools,Which experiment tracking tools do you use?,,CHECKBOX,10,8
363,experiment.tools.Other,experiment.tools,Which experiment tracking tools do you use?,,CHECKBOX,10,8
364,training.platforms.None,training.platforms,Which platforms do you use for training?,,CHECKBOX,10,9
364,training.platforms.Amazon Sagemaker,training.platforms,Which platforms do you use for training?,,CHECKBOX,10,9
364,training.platforms.AzureML,training.platforms,Which platforms do you use for training?,,CHECKBOX,10,9
364,training.platforms.VertexAI,training.platforms,Which platforms do you use for training?,,CHECKBOX,10,9
364,training.platforms.Databricks,training.platforms,Which platforms do you use for training?,,CHECKBOX,10,9
364,training.platforms.Dataiku,training.platforms,Which platforms do you use for training?,,CHECKBOX,10,9
364,training.platforms.MosaicML,training.platforms,Which platforms do you use for training?,,CHECKBOX,10,9
364,training.platforms.Kubeflow,training.platforms,Which platforms do you use for training?,,CHECKBOX,10,9
364,training.platforms.Metaflow,training.platforms,Which platforms do you use for training?,,CHECKBOX,10,9
364,training.platforms.Dask,training.platforms,Which platforms do you use for training?,,CHECKBOX,10,9
364,training.platforms.Ray,training.platforms,Which platforms do you use for training?,,CHECKBOX,10,9
364,training.platforms.Jupyter Notebook,training.platforms,Which platforms do you use for training?,,CHECKBOX,10,9
364,training.platforms.Cloud VMs with SSH,training.platforms,Which platforms do you use for training?,,CHECKBOX,10,9
364,training.platforms.An in-house solution,training.platforms,Which platforms do you use for training?,,CHECKBOX,10,9
364,training.platforms.Other,training.platforms,Which platforms do you use for training?,,CHECKBOX,10,9
